learner_id,date,kpi_value
L001059,12/5/2025,53.84
L001865,11/16/2025,87.89
L002467,1/21/2026,80.03
L002869,5/25/2025,52.22
L002482,12/16/2025,52.48
L001376,9/16/2025,55.64
L001637,11/16/2025,77.67
L000249,2/6/2025,65.89
L000910,7/17/2025,60.2
L001770,4/17/2025,70.21
L001536,8/1/2025,69.81
L000519,3/2/2025,52.49
L001477,5/27/2025,62.75
L002684,8/23/2025,90.2
L001610,2/28/2025,60.27
L000737,6/28/2025,59.94
L000139,10/22/2025,78.36
L002618,8/8/2025,87.04
L001483,11/6/2025,88.57
L000686,7/9/2025,57.85
L001890,12/10/2025,82.05
L000272,5/24/2025,60.45
L000584,5/30/2025,60.76
L000876,3/28/2025,49.86
L001287,9/9/2025,55.66
L001102,5/3/2025,65.91
L000780,2/25/2025,62.87
L000986,5/30/2025,68.42
L002202,11/19/2025,72.39
L000461,9/5/2025,
L001244,3/27/2025,67.97
L001421,5/20/2025,54.73
L002069,1/29/2026,59.73
L002718,11/18/2025,51.09
L002842,5/5/2025,55.91
L001720,1/26/2025,62.2
L000574,8/5/2025,85.82
L000606,7/18/2025,77.63
L001942,11/15/2025,88.34
L000910,10/10/2025,78.26
L002778,1/21/2025,49.41
L002329,9/24/2025,59.2
L000473,1/22/2026,72.47
L002604,6/16/2025,65.06
L000335,11/26/2025,69.82
L002485,10/19/2025,79.78
L002912,1/5/2026,75.35
L001049,12/14/2025,74.29
L000773,8/3/2025,49.14
L001268,6/14/2025,62.99
L002187,6/21/2025,85.94
L001459,11/1/2025,67.28
L002520,1/23/2026,81.6
L002529,6/15/2025,63.1
L000017,8/30/2025,58.2
L001352,3/30/2025,62.11
L000657,7/2/2025,59.07
L001942,1/2/2025,61.09
L000301,6/9/2025,66.42
L002052,7/21/2025,73.05
L001662,11/10/2025,86.38
L001871,11/4/2025,85.3
L000556,5/10/2025,53.81
L000954,12/1/2025,80.74
L001979,6/22/2025,68.42
L002528,4/10/2025,50.14
L001677,2/25/2025,64.8
L002464,7/21/2025,52.27
L001431,6/19/2025,72.1
L002250,1/5/2026,90.03
L000009,1/15/2025,49.37
L001119,8/29/2025,64.58
L001528,12/28/2025,83.47
L001168,4/15/2025,62.28
L001547,3/20/2025,56.14
L001336,7/10/2025,86.55
L001942,8/19/2025,76.78
L001133,9/1/2025,68.47
L000494,5/9/2025,65.91
L000281,3/14/2025,69.37
L001404,4/8/2025,52.27
L001460,1/2/2025,67.37
L001403,2/20/2025,59.08
L002763,4/28/2025,68.81
L001771,7/7/2025,57.9
L002196,9/4/2025,79.81
L001531,1/11/2025,50.71
L000479,1/18/2026,65.46
L002715,1/26/2025,65
L000007,6/8/2025,62.8
L001938,10/20/2025,63.12
L002049,4/7/2025,64.17
L002874,6/16/2025,60.31
L001422,1/12/2026,75.07
L000972,12/29/2025,69.06
L001671,6/29/2025,81.5
L000162,4/9/2025,52.09
L000207,11/21/2025,74.01
L001428,1/8/2026,70.09
L001117,1/17/2026,69.46
L000352,6/10/2025,52.13
L000472,1/10/2026,53.34
L002334,3/1/2025,
L001295,1/29/2026,80.47
L000299,2/27/2025,67.6
L000967,12/6/2025,61.82
L002729,7/21/2025,76.88
L002056,10/19/2025,79.32
L001496,5/17/2025,53.61
L001186,5/17/2025,61.41
L001434,4/15/2025,67.92
L000633,5/8/2025,68.96
L001241,7/11/2025,52.69
L001401,8/8/2025,85.99
L001074,2/22/2025,50.02
L001056,2/6/2025,68.44
L002421,1/21/2026,70.77
L001422,1/29/2025,58.9
L000442,4/24/2025,63.77
L000527,12/27/2025,77.51
L000096,1/9/2026,64.84
L002702,7/16/2025,79.32
L002135,6/2/2025,56.48
L000097,9/24/2025,56.25
L001702,6/18/2025,72.8
L000491,3/1/2025,70.6
L002468,10/24/2025,76.44
L000845,3/8/2025,57.19
L000167,9/21/2025,70.52
L000029,9/4/2025,68.37
L001026,2/4/2025,62.51
L002849,3/2/2025,53.05
L002722,1/22/2025,56.02
L002602,4/6/2025,49.03
L002038,4/29/2025,55.38
L000266,12/18/2025,90.03
L002315,5/3/2025,57.01
L002784,4/26/2025,56.04
L000355,7/26/2025,53.07
L002328,11/24/2025,73.1
L000520,10/7/2025,80.44
L002313,7/16/2025,48.57
L001431,4/13/2025,66.87
L002554,1/21/2026,73.2
L002256,1/5/2026,61.5
L001384,2/25/2025,52.69
L001399,1/3/2025,61.85
L002050,10/10/2025,73.33
L000565,3/16/2025,55.89
L002243,4/15/2025,66.39
L000114,7/4/2025,67.52
L002073,3/12/2025,60.93
L000288,1/6/2026,82.66
L001943,8/7/2025,73.94
L000713,4/1/2025,67.22
L001116,1/12/2025,61.41
L000183,7/23/2025,83.86
L002972,6/26/2025,85.44
L001051,5/13/2025,65.25
L000212,4/16/2025,69.15
L001878,5/5/2025,57.59
L000598,11/27/2025,51.04
L001341,9/16/2025,69.89
L000922,5/19/2025,68.79
L000983,2/26/2025,56.63
L002957,12/19/2025,59.96
L001232,11/30/2025,83.07
L002192,9/19/2025,58.73
L002288,1/8/2025,57.01
L000739,7/24/2025,84.15
L000899,1/28/2025,50.49
L002889,7/10/2025,82.45
L002691,6/3/2025,57.97
L002255,11/14/2025,80.52
L001927,1/21/2025,66.1
L002042,12/26/2025,72.33
L002243,12/11/2025,86.01
L001387,12/3/2025,53.31
L000998,6/7/2025,59.75
L001851,6/18/2025,67.29
L000304,12/3/2025,64.31
L000126,6/16/2025,85.03
L002529,2/2/2025,62.04
L001694,7/15/2025,73.68
L000459,1/25/2025,56.26
L001700,1/5/2026,75.91
L001819,10/13/2025,82.58
L002704,7/13/2025,56.16
L001749,5/9/2025,48.71
L001279,3/6/2025,57.71
L001492,8/14/2025,84.74
L000948,3/8/2025,57.03
L002126,4/8/2025,67.02
L000435,4/2/2025,63.97
L001932,8/3/2025,85.42
L001269,1/15/2025,
L001540,10/5/2025,61.91
L002289,12/2/2025,72.92
L002600,8/27/2025,83.87
L002343,5/25/2025,67.54
L002564,10/26/2025,84.31
L002057,2/20/2025,67
L002658,3/17/2025,70.31
L001083,7/15/2025,52.73
L001650,7/9/2025,57.66
L002623,5/14/2025,55.04
L001535,2/17/2025,62.1
L002411,12/3/2025,73.54
L001328,10/5/2025,
L001840,12/29/2025,67.09
L000107,8/1/2025,92.04
L001915,7/31/2025,84.93
L000559,2/1/2026,50.7
L000395,8/5/2025,54.88
L001697,1/22/2025,59.46
L002319,9/19/2025,91.41
L002654,8/12/2025,81.82
L000094,5/4/2025,52.43
L001276,3/15/2025,50.21
L002841,2/15/2025,55.27
L002740,9/25/2025,87.03
L000581,5/3/2025,63.78
L000986,10/20/2025,79.57
L001700,1/8/2026,78.98
L002393,8/24/2025,84.09
L000590,7/25/2025,74.48
L001523,8/28/2025,68.01
L000149,1/5/2025,57.03
L002008,4/3/2025,52.53
L000064,5/18/2025,69.25
L000721,1/30/2026,79.04
L000950,12/15/2025,76.51
L000777,12/5/2025,76.38
L000410,1/3/2025,51.72
L001098,12/10/2025,87.1
L000443,7/30/2025,55.84
L000841,6/26/2025,60.15
L002530,11/15/2025,55.06
L000455,11/20/2025,59.48
L002161,3/27/2025,49.45
L001498,5/8/2025,58.06
L001818,1/21/2025,65.15
L001694,7/12/2025,82.25
L000531,5/24/2025,51.18
L002373,4/7/2025,70.54
L000112,6/24/2025,80.59
L001174,7/10/2025,54.42
L001476,9/13/2025,77.63
L001274,6/6/2025,65.61
L000126,9/10/2025,74.25
L001705,7/26/2025,65.3
L000794,7/10/2025,86.22
L001461,5/20/2025,62.88
L000971,8/10/2025,79.26
L002710,1/2/2026,69.11
L001081,8/29/2025,54.44
L001769,11/1/2025,78.88
L002366,10/2/2025,62.6
L001781,12/22/2025,81.86
L001215,1/28/2025,66.83
L002839,1/29/2026,68.21
L002398,4/25/2025,64.89
L001020,6/18/2025,51.27
L001984,8/30/2025,73.08
L002863,12/1/2025,66.38
L000440,1/31/2025,51.29
L001385,9/5/2025,
L000714,1/18/2026,75.56
L001661,11/10/2025,73.7
L000723,9/6/2025,79.05
L002521,5/17/2025,59.83
L002333,8/22/2025,86.42
L002507,11/30/2025,79.93
L000074,2/3/2025,66.44
L000481,1/17/2026,81.31
L002214,2/16/2025,68.05
L002177,1/15/2026,83.42
L001236,7/9/2025,81.58
L002041,8/31/2025,60.87
L002985,7/4/2025,73.33
L001519,6/7/2025,57.08
L001629,5/26/2025,58.93
L001231,11/18/2025,66.07
L000904,9/10/2025,73.77
L001684,5/29/2025,68.72
L002801,1/5/2025,55.24
L000557,9/23/2025,51.21
L002581,10/28/2025,59.81
L002627,6/18/2025,79.54
L001526,12/31/2025,91.56
L002068,4/12/2025,55.96
L001470,1/27/2025,50.12
L001931,1/15/2025,65.63
L000945,6/6/2025,55.76
L000237,7/13/2025,63.16
L000379,12/1/2025,62.94
L000900,4/16/2025,71.3
L000215,4/21/2025,57.05
L000854,10/17/2025,78.67
L002810,6/8/2025,78.3
L001250,2/20/2025,68.4
L000816,10/16/2025,68.21
L001175,5/3/2025,53.59
L002298,12/12/2025,59.08
L001248,3/7/2025,58.76
L001748,7/14/2025,60.88
L001537,11/4/2025,63.96
L002359,7/25/2025,65.81
L001527,2/27/2025,65.39
L000693,10/23/2025,58.62
L000203,8/15/2025,55.8
L001691,7/28/2025,83
L001471,10/22/2025,64.2
L000190,7/11/2025,64.49
L000991,3/5/2025,58.19
L000268,7/30/2025,85.78
L001647,1/5/2026,60
L000342,9/5/2025,58.25
L000150,2/12/2025,54.39
L002858,11/14/2025,69.14
L002139,7/2/2025,74.37
L000164,2/17/2025,66.73
L002667,7/11/2025,62.61
L000707,1/14/2025,63.98
L000253,1/3/2026,77.51
L001320,1/13/2025,53.76
L001232,5/29/2025,69.62
L001914,2/14/2025,67.08
L002274,10/6/2025,91.34
L001161,7/24/2025,53.77
L001598,3/3/2025,54.88
L002923,3/16/2025,53.66
L001589,5/15/2025,64
L002729,7/27/2025,84.34
L002061,1/6/2025,61.09
L000468,10/10/2025,68.33
L000827,3/16/2025,62.84
L000610,12/21/2025,78.55
L001251,5/19/2025,53.46
L002221,1/15/2025,59.68
L000756,7/29/2025,76.74
L000333,9/18/2025,80.03
L000654,3/27/2025,63.86
L002253,6/7/2025,55.85
L002330,12/18/2025,69.9
L001437,9/26/2025,81.24
L001045,9/13/2025,50.96
L002830,9/12/2025,78.18
L001934,12/14/2025,59.86
L000771,1/5/2026,56.24
L002605,10/30/2025,83.02
L000342,1/8/2025,59.29
L000600,6/30/2025,68.72
L000388,12/26/2025,77.28
L000311,12/1/2025,80.23
L000471,11/9/2025,92.83
L001910,1/24/2025,65.78
L001036,3/30/2025,57.08
L000358,11/15/2025,50.94
L000934,4/25/2025,54.8
L002832,8/22/2025,76.07
L000309,8/9/2025,83.68
L000252,9/4/2025,74.44
L002631,4/17/2025,58.15
L000869,5/25/2025,59.71
L002316,6/29/2025,92.41
L001051,6/11/2025,57.24
L001161,1/6/2026,60.45
L000214,5/17/2025,56.4
L000856,6/7/2025,69.37
L001281,11/25/2025,72.03
L002651,6/16/2025,51.13
L000855,5/22/2025,52.15
L000581,1/25/2026,73.57
L002348,5/21/2025,60.41
L001733,11/17/2025,57.01
L002052,5/24/2025,57.67
L001083,10/22/2025,54.63
L000437,8/5/2025,72.21
L001666,1/8/2025,62.63
L002533,1/31/2026,81.03
L001733,1/5/2025,64.01
L002213,12/14/2025,74.05
L001413,4/13/2025,66.28
L000156,1/18/2026,51.08
L000443,5/6/2025,62.53
L002869,12/11/2025,67.73
L001733,1/12/2026,56.44
L002279,12/23/2025,87.34
L001859,1/13/2026,58.48
L002795,12/23/2025,88.2
L002878,10/4/2025,79.08
L000094,3/13/2025,59.21
L001209,12/6/2025,73.95
L000678,4/27/2025,60.4
L001833,1/4/2025,53.31
L002345,11/19/2025,74.28
L000798,11/16/2025,67
L001107,7/24/2025,85.18
L000454,7/4/2025,52.89
L002749,11/23/2025,61.45
L002370,1/21/2026,75.97
L002331,1/25/2026,86.38
L000367,12/24/2025,76.79
L002708,3/5/2025,54.03
L000306,10/24/2025,71.66
L000205,3/18/2025,59.13
L001531,12/9/2025,74.73
L002461,8/28/2025,75.98
L001510,9/4/2025,88.2
L002842,12/13/2025,73.33
L000435,11/14/2025,61.19
L002221,5/23/2025,63.46
L002448,12/23/2025,90.92
L000801,10/10/2025,83.67
L001622,8/9/2025,91.62
L002503,8/9/2025,56.41
L001159,3/27/2025,68.68
L000561,7/4/2025,62.22
L002880,6/20/2025,59.68
L001372,4/9/2025,61.19
L000286,5/8/2025,69.36
L000330,10/22/2025,76.41
L002679,11/8/2025,71.84
L000851,5/31/2025,58.1
L002782,2/22/2025,67.29
L000064,6/20/2025,64.61
L000426,5/17/2025,56.5
L002896,1/17/2025,63.01
L001513,7/7/2025,89.46
L002992,3/1/2025,62.04
L002550,8/14/2025,50.76
L002950,9/10/2025,82.79
L002158,11/1/2025,72.58
L000845,12/2/2025,86.53
L002750,2/24/2025,61.17
L002713,12/29/2025,82.94
L001051,1/7/2025,59.76
L000887,1/13/2025,57.57
L002716,1/16/2025,
L002620,9/10/2025,76.73
L000161,7/28/2025,53.21
L001912,6/17/2025,72.17
L000215,1/16/2026,85.31
L000438,8/31/2025,91.26
L001863,9/4/2025,53.47
L000914,7/14/2025,55.76
L002935,4/7/2025,51.16
L002860,6/14/2025,68.39
L000186,5/7/2025,66.92
L002199,4/27/2025,54.64
L002259,3/5/2025,50.44
L001946,4/12/2025,64.37
L000709,9/11/2025,85.28
L000111,9/11/2025,77.73
L001213,11/8/2025,76.19
L002037,6/4/2025,60.36
L001112,3/24/2025,60.7
L001779,6/21/2025,59.13
L002583,1/21/2026,53.37
L002334,8/23/2025,80.7
L002764,2/11/2025,50.72
L002223,12/8/2025,87.35
L001785,1/20/2025,51.4
L002218,4/2/2025,60.98
L002894,6/30/2025,56.6
L000866,6/17/2025,63.2
L001859,3/26/2025,70.35
L002606,6/20/2025,57.13
L001840,8/21/2025,60.01
L000680,7/28/2025,74.55
L000500,5/26/2025,69.52
L002787,5/31/2025,65.82
L000222,10/17/2025,66.56
L002874,8/3/2025,59.01
L001316,7/23/2025,86.05
L001257,6/20/2025,57.99
L001474,9/20/2025,74.26
L001606,4/15/2025,56.29
L000417,6/18/2025,59.37
L001716,12/1/2025,74.73
L001671,8/20/2025,77.7
L001957,1/9/2026,52.93
L001822,3/7/2025,63.01
L002249,1/9/2026,73.79
L000179,7/12/2025,60.48
L002652,9/5/2025,55.51
L000601,11/9/2025,75.01
L002522,8/11/2025,78.11
L000464,11/25/2025,61.12
L001223,10/7/2025,80.35
L000402,2/11/2025,53.31
L000420,5/28/2025,64.75
L001225,4/17/2025,52.59
L000743,2/22/2025,52.73
L000724,7/26/2025,55.54
L002102,7/15/2025,51.78
L000363,9/14/2025,51.76
L002822,10/8/2025,84.8
L000523,6/19/2025,58.65
L002813,5/19/2025,53.16
L001607,7/11/2025,78.69
L002363,2/16/2025,68.07
L000977,1/7/2026,75.82
L001473,1/4/2025,69.73
L002783,4/28/2025,55.84
L001883,4/11/2025,68.92
L000848,5/21/2025,56.53
L002097,4/6/2025,65.8
L000544,12/24/2025,74.58
L002163,7/21/2025,84.09
L001999,9/17/2025,53.7
L002342,6/1/2025,54.02
L001827,9/14/2025,68.76
L001003,6/5/2025,55.75
L001243,6/22/2025,66.83
L001564,8/21/2025,75.69
L001345,11/27/2025,73.14
L002454,11/28/2025,85.72
L000577,3/12/2025,53.24
L001813,10/6/2025,65.77
L000529,11/24/2025,72.81
L000201,5/1/2025,65.49
L000544,1/2/2025,54.39
L001654,9/7/2025,85.21
L000854,10/24/2025,74.05
L001015,2/20/2025,56.91
L001603,12/7/2025,92.14
L001770,9/19/2025,85.92
L001996,10/6/2025,76.02
L000884,2/7/2025,54.89
L001425,5/15/2025,69.45
L001324,7/2/2025,73.18
L002841,5/18/2025,52.41
L000756,12/2/2025,79.61
L001492,7/1/2025,66.4
L001223,6/25/2025,67.22
L001601,12/27/2025,83.59
L000444,1/3/2025,54.99
L001849,8/2/2025,83.29
L000056,12/18/2025,83.07
L000248,6/14/2025,65.41
L002809,12/16/2025,86.54
L002933,8/6/2025,67.11
L000903,2/13/2025,53.05
L002802,5/12/2025,67.66
L002395,11/11/2025,58.24
L000028,6/4/2025,68.19
L002038,12/7/2025,
L000695,1/24/2026,87.93
L002942,7/24/2025,86.11
L001018,6/15/2025,82.23
L001339,6/11/2025,49.5
L000082,1/27/2025,60.84
L002013,1/16/2025,61.5
L002531,11/18/2025,56.03
L002957,2/12/2025,63.75
L001299,10/12/2025,83.48
L002552,8/23/2025,62.26
L000096,9/18/2025,57.55
L001388,12/25/2025,49.82
L002787,5/5/2025,62.79
L000582,1/27/2025,60.02
L002214,11/15/2025,91.82
L000616,5/25/2025,57.96
L000923,8/14/2025,63.74
L002818,5/16/2025,56.36
L001484,8/29/2025,83.43
L002667,1/10/2025,58.27
L000767,8/14/2025,68.28
L002174,5/31/2025,51.78
L002098,7/28/2025,80.11
L000527,10/15/2025,76.25
L001832,7/19/2025,68.74
L001424,6/7/2025,53.56
L000300,12/30/2025,77.78
L002040,1/10/2026,80.75
L002880,2/14/2025,62.56
L000905,11/23/2025,80.3
L002972,1/3/2025,58.23
L000661,9/2/2025,59.91
L002296,1/27/2025,56.09
L002256,5/5/2025,67.31
L001502,10/30/2025,76.9
L000594,9/26/2025,88.5
L000350,2/15/2025,53.49
L000224,2/14/2025,51.98
L002200,5/19/2025,68.07
L000732,7/8/2025,67.66
L000975,11/5/2025,54.04
L000747,1/9/2026,78.48
L001079,6/1/2025,53.21
L000795,6/5/2025,52.71
L002189,10/21/2025,50.48
L002763,4/19/2025,58.63
L001657,6/9/2025,60.54
L002117,3/8/2025,51.75
L000538,1/7/2025,54.07
L001572,7/19/2025,69.17
L002764,8/10/2025,59.19
L002320,7/25/2025,93.07
L001764,4/16/2025,53.45
L002548,5/21/2025,58.18
L001308,5/6/2025,55.96
L001846,7/22/2025,70.14
L002027,10/17/2025,83.35
L001232,8/13/2025,80.06
L001125,9/6/2025,60.7
L001424,10/7/2025,72.92
L000297,10/26/2025,83.25
L000275,10/11/2025,63.64
L002881,2/23/2025,61.71
L000060,10/27/2025,87.81
L000209,9/12/2025,76.57
L000015,2/2/2025,56.32
L000797,12/17/2025,71.47
L002343,1/20/2025,61.54
L001027,1/17/2026,77.83
L001356,9/9/2025,81.58
L002055,11/26/2025,70.99
L000755,12/14/2025,79.72
L001415,12/14/2025,55.31
L001160,7/14/2025,53.23
L001165,7/6/2025,79.91
L000761,5/6/2025,69.07
L001273,3/13/2025,69.54
L002134,7/4/2025,73.94
L002143,10/30/2025,73.21
L001937,12/28/2025,80.78
L002306,4/21/2025,54.67
L002255,7/11/2025,79.55
L002262,9/25/2025,61.54
L002717,7/21/2025,65.46
L001084,5/13/2025,51.64
L002226,1/23/2025,57.07
L002073,5/12/2025,67.35
L002168,12/6/2025,55.45
L000097,11/18/2025,70.94
L002599,6/8/2025,69.98
L002982,12/13/2025,77.02
L000170,7/2/2025,57.54
L000017,5/29/2025,55.77
L001712,3/6/2025,69.56
L001975,10/24/2025,70.89
L000820,1/28/2026,70.74
L001352,5/17/2025,
L001420,9/17/2025,93.19
L001270,7/9/2025,61.77
L001956,3/31/2025,66.55
L000148,2/10/2025,59.02
L000557,6/29/2025,59.11
L000249,3/30/2025,54.99
L001724,11/12/2025,87.48
L001258,6/19/2025,70.79
L000446,7/23/2025,76.33
L001665,9/7/2025,76.68
L002828,11/4/2025,80.11
L000808,3/2/2025,54.86
L001231,11/24/2025,59.59
L000795,1/1/2025,62.41
L001291,1/12/2026,67.28
L002752,3/15/2025,63.49
L002061,2/5/2025,54.15
L002163,4/21/2025,60.8
L001763,2/21/2025,62.42
L002025,11/16/2025,52.97
L000429,1/7/2025,56.62
L002525,5/25/2025,62.7
L002378,3/30/2025,68.96
L002023,10/28/2025,75.64
L001720,1/26/2026,65.38
L002945,3/9/2025,51.6
L001873,1/23/2026,58.16
L001060,2/2/2025,52.93
L002563,12/21/2025,72.2
L002031,1/15/2025,64.84
L001239,8/4/2025,60.78
L000305,1/16/2026,78.21
L001065,1/17/2025,57.66
L000941,1/3/2025,51.29
L002097,8/17/2025,74.45
L002511,4/6/2025,60.5
L000346,4/28/2025,58.16
L000592,1/12/2025,57.78
L000446,2/3/2025,53.1
L002223,3/4/2025,60.88
L000096,11/14/2025,66.88
L002027,6/19/2025,62.91
L000650,10/19/2025,84.78
L002660,8/12/2025,89.34
L000804,10/1/2025,65.28
L001381,6/20/2025,70.52
L000805,9/9/2025,54.73
L000186,7/17/2025,
L002458,1/20/2025,48.98
L000175,10/19/2025,83.85
L000931,5/2/2025,64.22
L001799,1/16/2025,69.28
L002766,5/18/2025,67.01
L000227,12/8/2025,67.69
L001282,4/9/2025,63.53
L000861,2/12/2025,59.76
L001662,4/21/2025,62.18
L000273,2/12/2025,62.61
L002817,8/23/2025,62.03
L000859,8/2/2025,59.48
L002080,10/22/2025,88.62
L001248,11/24/2025,51.42
L000899,5/26/2025,64.15
L001056,2/6/2025,67.24
L002158,1/9/2026,77.08
L001135,12/12/2025,81.13
L002380,1/1/2025,56.73
L001404,1/18/2025,54.01
L000539,12/8/2025,64.79
L002597,7/28/2025,73.92
L001733,5/27/2025,50.27
L002907,4/2/2025,67.49
L002156,4/25/2025,59.3
L000788,4/7/2025,62.7
L002720,2/10/2025,65.53
L001451,9/4/2025,69.06
L001133,12/24/2025,86.3
L002075,1/18/2026,82.59
L002175,9/16/2025,73.45
L002590,12/5/2025,81.83
L000079,4/27/2025,68.85
L000866,7/24/2025,87.96
L001407,12/31/2025,74.39
L000220,11/13/2025,78.68
L001363,3/3/2025,58.07
L002567,6/16/2025,54.15
L001165,10/26/2025,85.3
L001205,11/25/2025,75.08
L000937,3/27/2025,55.1
L001939,5/3/2025,68.26
L002409,6/1/2025,68.95
L002874,8/24/2025,64.62
L000298,9/20/2025,80.91
L002746,1/28/2026,69.65
L000733,1/15/2025,50.48
L000950,5/15/2025,65.97
L002382,12/26/2025,78.44
L000828,4/8/2025,63.58
L002017,7/7/2025,
L002914,2/9/2025,70.05
L000274,8/9/2025,92.89
L000135,1/6/2026,64.68
L001322,7/7/2025,67.04
L000781,4/3/2025,55.58
L001164,1/6/2026,88.14
L000052,8/13/2025,80.47
L002330,5/31/2025,66.31
L002525,3/23/2025,61.28
L000294,2/9/2025,58.64
L002773,10/23/2025,78.18
L001610,5/30/2025,67.88
L002256,10/30/2025,56.79
L000392,8/18/2025,59.96
L001546,4/24/2025,56.81
L002915,1/23/2025,68.48
L001268,1/10/2026,82.79
L002219,12/8/2025,54.09
L000322,7/8/2025,68.95
L001014,2/27/2025,52.78
L000161,8/13/2025,54.69
L002860,9/2/2025,66.82
L002374,2/26/2025,49.84
L000498,9/9/2025,80.18
L000436,7/4/2025,89.64
L000477,12/26/2025,78.71
L001673,5/8/2025,52.65
L001650,1/28/2025,67.22
L001779,12/31/2025,52.68
L001571,1/22/2025,61.92
L002511,2/15/2025,66.93
L000503,1/7/2025,56.38
L001310,1/28/2025,67.98
L000332,5/9/2025,66.29
L000537,6/28/2025,84.56
L000546,6/29/2025,59.45
L002328,9/22/2025,84.91
L001782,3/30/2025,55.37
L000848,4/30/2025,71.04
L002445,11/29/2025,93.22
L002470,7/4/2025,91.14
L002549,11/11/2025,71.39
L000443,6/10/2025,69.76
L001285,6/30/2025,50.45
L000670,10/30/2025,90.42
L000709,4/16/2025,59.52
L000583,10/3/2025,91.6
L001140,9/28/2025,55.21
L000793,7/25/2025,70.47
L001010,1/16/2025,65.5
L001594,2/1/2025,66.87
L001178,2/17/2025,59.92
L000779,12/21/2025,65.09
L002339,11/25/2025,86.7
L002825,11/19/2025,81.36
L000827,4/23/2025,60.76
L000674,5/30/2025,61.21
L002438,7/15/2025,60.03
L001796,6/14/2025,57.81
L001642,5/25/2025,59.21
L000680,1/18/2026,79.85
L000871,1/21/2025,65.77
L001920,11/26/2025,78.27
L000043,10/12/2025,62.74
L001784,5/14/2025,66.64
L001163,4/11/2025,53.14
L001671,9/30/2025,85.94
L002272,9/18/2025,56.71
L002074,1/11/2026,81.9
L001445,11/9/2025,53.78
L002361,1/24/2025,68.14
L000541,1/13/2025,57.77
L001710,4/16/2025,57.27
L001637,6/10/2025,57.48
L002060,9/2/2025,92.51
L001474,2/24/2025,56.95
L001286,12/2/2025,51.79
L001776,7/16/2025,81.87
L002462,4/12/2025,60.71
L001397,12/14/2025,74.57
L002057,7/23/2025,75.55
L001351,4/27/2025,54.05
L002894,11/6/2025,84.97
L002293,2/1/2026,81.49
L002406,6/19/2025,84.6
L002122,11/22/2025,69.63
L000896,4/14/2025,
L001867,9/22/2025,73.41
L001460,8/1/2025,68.3
L002128,4/19/2025,65.39
L000398,10/22/2025,75.74
L002493,2/21/2025,51.24
L002019,8/8/2025,69.83
L002137,6/28/2025,76.05
L002415,7/2/2025,60.12
L000809,11/3/2025,82.04
L002396,11/22/2025,73.19
L001906,2/12/2025,70.35
L001373,3/10/2025,65
L000668,3/19/2025,60.13
L001008,3/14/2025,68.23
L002332,11/29/2025,79.72
L001269,3/3/2025,52.57
L002853,5/20/2025,68.28
L000353,12/21/2025,61.8
L002057,5/26/2025,66.71
L001153,10/23/2025,74.15
L002249,6/24/2025,81.35
L002744,10/30/2025,49.98
L002052,3/30/2025,67.6
L000610,3/28/2025,51.18
L001934,12/12/2025,48.96
L002573,1/12/2026,73.66
L002472,9/7/2025,82.93
L000945,10/4/2025,79.22
L002110,3/14/2025,49.79
L001669,5/3/2025,53.6
L000184,2/6/2025,55.55
L001527,1/19/2025,57.03
L002094,1/18/2026,73.39
L000960,12/22/2025,81.64
L000492,6/10/2025,79.06
L002104,12/10/2025,57.07
L000359,10/19/2025,79.17
L001181,8/3/2025,71.23
L002022,12/24/2025,62.41
L000583,8/21/2025,80.93
L000901,7/18/2025,76.58
L002479,5/13/2025,63.76
L002605,2/17/2025,62.13
L001383,12/9/2025,52.25
L000073,7/9/2025,64.94
L000260,12/29/2025,52
L001788,3/28/2025,65.83
L000593,3/31/2025,57.28
L000797,1/13/2025,51.17
L001029,7/8/2025,62.83
L002360,8/29/2025,72
L000730,4/12/2025,58.16
L000173,3/4/2025,69.15
L001862,3/24/2025,56.93
L001521,2/21/2025,52.67
L000358,1/15/2025,63.87
L001662,2/14/2025,61.54
L001684,2/9/2025,67.81
L000075,1/5/2026,86.64
L001012,8/6/2025,86.88
L001746,11/19/2025,66.43
L000354,8/18/2025,74.01
L001923,6/17/2025,57.95
L001460,8/21/2025,65.77
L000156,9/12/2025,67.12
L002334,4/10/2025,61.19
L002735,2/1/2025,69
L002825,12/9/2025,89.75
L001061,1/4/2025,65.39
L000015,4/12/2025,64.97
L002471,1/26/2026,77.47
L002860,7/4/2025,57.83
L000273,7/15/2025,86.22
L001048,4/25/2025,58.4
L002182,9/3/2025,85.95
L001410,2/19/2025,60.65
L002486,9/12/2025,88.71
L000982,7/5/2025,80.67
L001030,2/27/2025,56.57
L001957,11/29/2025,56.27
L000262,12/13/2025,68.06
L000195,7/24/2025,78.57
L001165,6/13/2025,62.57
L000544,7/2/2025,79.34
L002993,2/10/2025,69.18
L002266,10/28/2025,76.04
L002071,12/28/2025,83.29
L000202,1/8/2025,57.43
L000054,6/12/2025,68.01
L002662,10/16/2025,79.35
L001464,3/3/2025,63.53
L001910,3/16/2025,49.8
L001440,3/28/2025,62.96
L002702,1/23/2026,75.14
L001333,1/30/2025,66.79
L002504,5/26/2025,62.09
L000394,4/21/2025,65.77
L002887,6/14/2025,53.16
L002983,1/2/2025,63.14
L002743,1/23/2025,53.82
L001230,4/12/2025,60.49
L001773,4/28/2025,54.46
L001761,8/30/2025,84.36
L001882,9/23/2025,80.37
