course_id,lift,p_value,avg_score,score_impact,insights,meaning,recommendation
M0359,0.1146,0.0,31.4,0.1204,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0360,0.094,0.0108,39.2,0.0863,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0361,0.1474,0.0,32.1,0.1705,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0362,0.0758,0.0001,37.6,0.1993,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0363,0.0986,0.0,30.7,0.0427,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0364,0.0246,0.3706,36.3,0.2316,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0365,0.0837,0.0001,46.1,-0.2462,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0366,0.0369,0.1723,40.0,-0.2181,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0367,0.0916,0.0001,36.1,-0.1087,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0368,0.1693,0.0,29.0,-0.6679,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0369,0.163,0.0,27.3,-0.6378,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0370,0.1807,0.0,38.3,0.0003,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0371,0.1048,0.0,32.0,0.3832,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0372,0.1631,0.0,42.8,-0.0173,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0373,0.1215,0.0,36.0,0.3171,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0374,0.1327,0.0,34.5,0.0285,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0375,0.0834,0.0001,30.7,-0.3638,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0376,0.1579,0.0,38.8,-0.7627,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0377,0.1221,0.0,39.4,-0.0463,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0378,0.1175,0.0,38.9,-0.0629,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0379,0.08,0.0012,32.7,-0.2413,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0380,0.0619,0.0365,23.5,-0.226,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0381,0.1363,0.0,36.1,0.4409,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0382,0.1299,0.0,43.1,-0.0404,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0383,0.1539,0.0,27.7,-0.0803,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0384,0.0303,0.1917,35.7,-0.1404,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0385,0.1481,0.0,48.8,0.3123,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0386,0.0507,0.0224,35.9,0.2545,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0387,0.1036,0.0,32.7,-0.1063,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0388,0.0619,0.017,26.1,0.1107,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0389,0.1131,0.0,34.3,0.0491,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0390,0.0674,0.0021,37.0,-0.1115,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0391,0.1175,0.0,35.7,0.1738,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0392,0.1254,0.0,35.1,-0.0658,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0393,0.1134,0.0,36.1,-0.0905,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0394,0.137,0.0,35.9,-0.111,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0395,0.1209,0.0,22.9,-0.1803,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0396,0.1581,0.0,30.6,0.3799,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0397,0.1178,0.0,42.2,-0.1422,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0398,0.1852,0.0,26.6,0.1962,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0399,0.1069,0.0,32.2,-0.2334,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0400,0.1094,0.0,40.8,0.1652,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0401,0.1232,0.0,34.5,-0.5188,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0402,0.1283,0.0,34.4,0.4699,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0403,0.092,0.0057,32.8,0.0434,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0404,0.1542,0.0,40.0,0.36,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0405,0.1421,0.0,29.9,0.1883,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0406,0.0981,0.0,29.9,0.0771,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0407,0.0578,0.0339,32.8,0.0531,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0408,0.115,0.0,45.0,0.1272,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0409,0.2094,0.0,30.4,-0.5632,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0410,0.0759,0.0007,40.0,0.0555,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0411,0.112,0.0,27.4,0.3411,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0412,0.0942,0.0,33.9,-0.0304,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0413,0.2064,0.0,37.0,0.3371,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0414,0.1478,0.0,34.7,-0.2557,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0415,0.1166,0.0,39.3,0.4666,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0416,0.17,0.0,30.2,0.2274,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0417,0.0526,0.0238,42.8,-0.1026,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0418,0.1586,0.0,28.9,-0.0782,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0419,0.1096,0.0,35.2,-0.2181,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0420,0.1263,0.0,41.1,-0.1318,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0421,0.1397,0.0,21.5,-0.3282,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0422,0.1315,0.0,30.0,0.1323,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0423,0.1156,0.0001,37.7,0.0361,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0424,0.1814,0.0,30.1,0.1555,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0425,0.1107,0.0001,37.7,-0.5836,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0426,0.1173,0.0,38.6,0.2024,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0427,0.0977,0.0,37.6,0.4033,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0428,0.0757,0.0026,46.8,0.3333,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0429,0.1175,0.0,36.1,0.0254,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0430,0.0928,0.0,36.1,-0.2461,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0431,0.1161,0.0,28.8,0.2165,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0432,0.1911,0.0,35.3,-0.3378,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0433,0.155,0.0,27.7,-0.3086,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0434,0.0892,0.0001,34.1,0.129,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0435,0.1685,0.0,33.6,0.1026,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0436,0.142,0.0,34.0,-0.3753,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0437,0.1284,0.0,40.5,-0.2136,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0438,0.127,0.0,31.0,-0.1935,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0439,0.1227,0.0,43.3,0.3924,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0440,0.1582,0.0,41.5,0.2643,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0441,0.1251,0.0,26.1,-0.2163,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0442,0.0844,0.0012,34.9,0.1598,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0443,0.0702,0.0005,35.3,0.0967,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0444,0.1613,0.0,32.7,0.7663,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0445,0.0911,0.0007,25.0,-0.0275,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0446,0.1171,0.0,41.4,0.088,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0447,0.1788,0.0,35.0,-0.1561,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0448,0.1092,0.0,36.0,0.3327,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0449,0.0835,0.0,39.1,0.0207,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0450,0.1423,0.0,41.2,0.209,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0451,0.2104,0.0,35.9,-0.5618,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0452,0.0843,0.0003,45.8,-0.2293,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0453,0.09,0.0,31.7,-0.1439,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0454,0.0474,0.0088,24.0,-0.0791,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0455,0.1402,0.0,42.6,0.5335,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0456,0.1134,0.0,36.4,-0.1953,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0457,0.1092,0.0,42.5,0.0479,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0458,0.1271,0.0,30.9,-0.1799,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0459,0.125,0.0,28.4,-0.4919,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0460,0.0467,0.0767,32.8,-0.4945,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0461,0.1678,0.0,45.5,0.0936,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0462,0.1377,0.0,39.0,-0.2196,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0463,0.1196,0.0,34.1,0.0835,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0464,0.1035,0.0,29.4,-0.1594,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0465,0.1166,0.0,40.2,0.3444,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0466,0.0722,0.001,38.6,-0.5066,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0467,0.031,0.223,39.4,-0.3031,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0468,0.1445,0.0,33.1,-0.3504,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0469,0.151,0.0,36.4,0.1154,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0470,0.1093,0.0,32.2,0.0178,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0471,0.1555,0.0,43.4,0.2155,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0472,0.1228,0.0,37.9,-0.1753,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0473,0.0879,0.0,35.7,0.1692,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0474,0.0914,0.0,19.8,-0.1238,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0475,0.1282,0.0,41.0,0.0533,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0476,0.1651,0.0,43.0,0.2713,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0477,0.1597,0.0,28.6,-0.242,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0478,0.1812,0.0,37.1,0.308,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0479,0.0878,0.0002,44.1,0.2269,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0480,0.0518,0.0801,39.1,0.3004,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0481,0.1243,0.0,34.4,-0.1041,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0482,0.1154,0.0,38.6,-0.0231,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0483,0.1042,0.0,32.2,-0.3971,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0484,0.1361,0.0,28.8,-0.0973,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0485,0.1667,0.0,40.1,-0.3069,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0486,0.0886,0.0,44.3,0.4199,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0487,0.1279,0.0,29.9,-0.1862,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0488,0.1463,0.0,30.9,0.2586,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0489,0.1749,0.0,33.0,0.0631,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0490,0.0657,0.0072,39.0,-0.0514,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0491,0.1029,0.0,31.1,0.0543,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0492,0.1697,0.0,36.3,-0.1098,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0493,0.0996,0.0,39.6,-0.0049,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0494,0.0911,0.0,32.5,-0.0787,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0495,0.067,0.0012,35.0,0.0349,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0496,0.1281,0.0,35.7,0.2952,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0497,0.0675,0.0001,34.8,-0.113,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0498,0.1553,0.0,38.8,-0.1718,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0499,0.122,0.0,32.6,-0.211,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0500,0.1178,0.0,33.9,0.0483,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0501,0.1336,0.0,31.8,0.2564,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0502,0.1567,0.0,27.2,0.2953,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0503,0.1645,0.0,28.0,-0.0596,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0504,0.1094,0.0,34.8,-0.3316,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0505,0.1858,0.0,29.9,-0.2284,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0506,0.159,0.0,43.2,0.0754,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0507,0.1243,0.0,43.3,0.0302,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0508,0.1228,0.0,50.1,0.2014,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0509,0.1215,0.0,35.5,-0.3096,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0510,0.1429,0.0,40.4,-0.3943,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0511,0.0835,0.0007,36.5,0.0608,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0512,0.1689,0.0,33.8,-0.0131,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0513,0.1134,0.0,26.2,0.2819,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0514,0.147,0.0,40.9,-0.2787,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0515,0.0777,0.0031,28.3,0.0564,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0516,0.1366,0.0,27.3,-0.0359,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0517,0.1068,0.0,40.3,0.0571,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0518,0.1151,0.0,38.8,0.2429,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0519,0.1189,0.0,39.2,0.3411,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0520,0.2039,0.0,36.0,0.0722,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0521,0.1046,0.0,30.5,-0.178,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0522,0.1543,0.0,31.9,0.1071,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0523,0.1383,0.0,34.5,0.0141,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0524,0.1288,0.0,34.0,-0.2664,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0525,0.1827,0.0,29.9,0.17,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0526,0.036,0.3233,35.2,0.7676,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0527,0.0645,0.0017,39.7,-0.442,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0528,0.0945,0.0,30.5,-0.4457,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0529,0.149,0.0,32.2,0.0569,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0530,0.1564,0.0,33.3,0.1496,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0531,0.1941,0.0,29.7,-0.154,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0532,0.0881,0.0001,39.7,-0.3235,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0533,0.0932,0.0004,43.6,-0.7443,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0534,0.1136,0.0,22.3,-0.5021,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0535,0.1395,0.0,36.0,0.3917,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0536,0.208,0.0,30.1,0.5197,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0537,0.1034,0.0,43.8,-0.3413,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0538,0.1286,0.0,36.8,-0.3366,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
